"sp";"dispersal.category";"exponential.rate";"replicate";"dispersal.distance"
"sp14";"dk04";0,3;9;0,958385095000267
"sp16";"dk04";0,3;9;0,651276732145518
"sp23";"dk04";0,3;9;0,601867373722295
"sp06";"dk04";0,3;9;0,488531935649614
"sp08";"dk04";0,3;9;0,302320231373111
"sp15";"dk04";0,3;9;0,201489090298613
"sp28";"dk04";0,3;9;0,1600606366992
"sp11";"dk04";0,3;9;0,159501555996637
"sp04";"dk04";0,3;9;0,0915029505267739
"sp18";"dk04";0,3;9;0,0850064928360887
"sp10";"dk04";0,3;9;0,0765216708832856
"sp19";"dk04";0,3;10;12,9278743943028
"sp13";"dk04";0,3;10;6,20809536399253
"sp03";"dk04";0,3;10;5,97003327033727
"sp17";"dk04";0,3;10;5,57449488562155
"sp08";"dk04";0,3;10;5,45844964918266
"sp20";"dk04";0,3;10;5,28102489160307
"sp22";"dk04";0,3;10;5,02073123082163
"sp04";"dk04";0,3;10;4,59621938862805
"sp23";"dk04";0,3;10;4,06124810984636
"sp24";"dk04";0,3;10;3,83287713228071
"sp30";"dk04";0,3;10;3,03284667734827
"sp05";"dk04";0,3;10;3,00655235522393
"sp07";"dk04";0,3;10;2,74983447215693
"sp10";"dk04";0,3;10;2,69431431102913
"sp14";"dk04";0,3;10;2,40016048139238
"sp25";"dk04";0,3;10;2,37619858925891
"sp26";"dk04";0,3;10;2,2898134123534
"sp06";"dk04";0,3;10;2,14016540441662
"sp09";"dk04";0,3;10;2,1070453695332
"sp21";"dk04";0,3;10;1,98316987293462
"sp28";"dk04";0,3;10;1,96498764834056
"sp29";"dk04";0,3;10;1,53692823058615
"sp18";"dk04";0,3;10;0,977936713024974
"sp27";"dk04";0,3;10;0,953192119938896
"sp01";"dk04";0,3;10;0,88327344506979
"sp02";"dk04";0,3;10;0,623868076112419
"sp11";"dk04";0,3;10;0,405888742146393
"sp12";"dk04";0,3;10;0,281980535946786
"sp15";"dk04";0,3;10;0,15781809921065
"sp16";"dk04";0,3;10;0,0255764241103047
"sp05";"dk05";0,1;1;36,401446663021
"sp20";"dk05";0,1;1;24,54645300158
"sp08";"dk05";0,1;1;21,4632653868902
"sp11";"dk05";0,1;1;17,8327962561491
"sp24";"dk05";0,1;1;15,8746444052997
"sp26";"dk05";0,1;1;14,6890108651462
"sp28";"dk05";0,1;1;14,4300990199157
"sp02";"dk05";0,1;1;13,5092778127165
"sp13";"dk05";0,1;1;10,4477155018122
"sp22";"dk05";0,1;1;9,32857720139337
"sp23";"dk05";0,1;1;8,52953931274724
"sp06";"dk05";0,1;1;6,97658304083061
"sp09";"dk05";0,1;1;6,92566599696875
"sp16";"dk05";0,1;1;6,91477200482041
"sp27";"dk05";0,1;1;6,01158137898892
"sp01";"dk05";0,1;1;5,38118114135777
"sp14";"dk05";0,1;1;4,87450953107327
"sp19";"dk05";0,1;1;4,36973789241165
"sp21";"dk05";0,1;1;4,03531413991004
"sp25";"dk05";0,1;1;3,87299506925046
"sp30";"dk05";0,1;1;2,77368441689759
"sp12";"dk05";0,1;1;2,31112115058096
"sp15";"dk05";0,1;1;1,77912928164005
"sp29";"dk05";0,1;1;1,23847833375127
"sp04";"dk05";0,1;1;1,20827111881226
"sp07";"dk05";0,1;1;1,19599028490484
"sp17";"dk05";0,1;1;0,614923955872655
"sp18";"dk05";0,1;1;0,57116767371063
"sp10";"dk05";0,1;1;0,229447562444219
"sp03";"dk05";0,1;1;0,0679148687049747
"sp08";"dk05";0,1;2;74,4087694170785
"sp11";"dk05";0,1;2;25,3597166935418
"sp29";"dk05";0,1;2;22,4132025042985
"sp19";"dk05";0,1;2;21,7724045228774
"sp01";"dk05";0,1;2;19,2236166997793
"sp18";"dk05";0,1;2;14,4121182206966
"sp26";"dk05";0,1;2;13,7633976522357
"sp09";"dk05";0,1;2;13,4946470144661
"sp15";"dk05";0,1;2;12,8462382867457
"sp20";"dk05";0,1;2;12,3807273987205
"sp22";"dk05";0,1;2;11,5624369956077
"sp06";"dk05";0,1;2;9,50330342124117
"sp14";"dk05";0,1;2;6,5073704905808
"sp16";"dk05";0,1;2;6,43431879580021
"sp21";"dk05";0,1;2;5,6312008947134
"sp28";"dk05";0,1;2;5,57098090648651
"sp07";"dk05";0,1;2;5,26842047926039
"sp12";"dk05";0,1;2;5,16519298311323
"sp24";"dk05";0,1;2;4,26007681488998
"sp25";"dk05";0,1;2;3,83102540057356
"sp27";"dk05";0,1;2;3,64374443423003
"sp30";"dk05";0,1;2;2,51332540545818
"sp03";"dk05";0,1;2;1,87330919317901
"sp23";"dk05";0,1;2;1,85171911027282
"sp10";"dk05";0,1;2;1,81185737252235
"sp13";"dk05";0,1;2;1,76985741127282
"sp04";"dk05";0,1;2;1,18196044117212
"sp17";"dk05";0,1;2;0,537598021328449
"sp02";"dk05";0,1;2;0,218749147221569
"sp05";"dk05";0,1;2;0,191434674926253
"sp03";"dk05";0,1;3;36,3053182869569
"sp17";"dk05";0,1;3;31,4318973626979
"sp29";"dk05";0,1;3;24,2684783900573
"sp14";"dk05";0,1;3;18,6269248082283
"sp05";"dk05";0,1;3;18,2028170852902
"sp24";"dk05";0,1;3;16,1927058843368
"sp25";"dk05";0,1;3;14,2117846850526
"sp07";"dk05";0,1;3;10,5401121261985
"sp09";"dk05";0,1;3;9,70229803173396
"sp10";"dk05";0,1;3;9,17343957070671
"sp11";"dk05";0,1;3;8,96325385155988
"sp12";"dk05";0,1;3;7,61406268962339
"sp15";"dk05";0,1;3;7,59339163969171
"sp16";"dk05";0,1;3;6,98627861036738
"sp19";"dk05";0,1;3;6,61250752862543
"sp22";"dk05";0,1;3;6,48144045379013
"sp08";"dk05";0,1;3;4,51668555382639
"sp13";"dk05";0,1;3;4,22290216200054
"sp06";"dk05";0,1;3;4,17457474682653
"sp18";"dk05";0,1;3;4,00938070379198
"sp21";"dk05";0,1;3;3,78875792874044
"sp23";"dk05";0,1;3;3,03131456134268
"sp26";"dk05";0,1;3;2,50727644190192
"sp27";"dk05";0,1;3;1,60912435036153
"sp30";"dk05";0,1;3;1,59024995291265
"sp01";"dk05";0,1;3;1,44930166192353
"sp04";"dk05";0,1;3;1,4048182265833
"sp02";"dk05";0,1;3;1,2872570939362
"sp20";"dk05";0,1;3;1,25689254934077
"sp28";"dk05";0,1;3;0,852558940398336
"sp16";"dk05";0,1;4;21,8366019973967
"sp08";"dk05";0,1;4;20,3482858269455
"sp12";"dk05";0,1;4;16,4614670804789
"sp17";"dk05";0,1;4;12,0079433634402
"sp22";"dk05";0,1;4;11,6025673500718
"sp24";"dk05";0,1;4;10,8826399217815
"sp01";"dk05";0,1;4;10,8113454371215
"sp03";"dk05";0,1;4;9,92358587640238
"sp05";"dk05";0,1;4;9,69454207415593
"sp07";"dk05";0,1;4;8,93337053861124
"sp13";"dk05";0,1;4;6,49450719356537
"sp19";"dk05";0,1;4;6,44895384088159
"sp14";"dk05";0,1;4;6,37033574748784
"sp26";"dk05";0,1;4;6,34403232019395
"sp27";"dk05";0,1;4;6,00517689716071
"sp30";"dk05";0,1;4;5,9200627496466
"sp04";"dk05";0,1;4;4,81222911737859
"sp10";"dk05";0,1;4;3,81650091614574
"sp18";"dk05";0,1;4;3,41231288532874
"sp20";"dk05";0,1;4;3,36652937345207
"sp25";"dk05";0,1;4;2,72879598835284
"sp29";"dk05";0,1;4;2,51271207930944
"sp02";"dk05";0,1;4;2,24699777802876
"sp09";"dk05";0,1;4;2,13550279382616
"sp28";"dk05";0,1;4;1,26935817766935
"sp06";"dk05";0,1;4;1,16147244814783
"sp11";"dk05";0,1;4;0,857513658702374
"sp15";"dk05";0,1;4;0,228204098530114
"sp23";"dk05";0,1;4;0,186187336221337
"sp21";"dk05";0,1;4;0,140444593535228
"sp12";"dk05";0,1;5;35,6956275345242
"sp20";"dk05";0,1;5;34,1095298511868
"sp26";"dk05";0,1;5;27,4721302638266
"sp09";"dk05";0,1;5;23,7036660487268
"sp27";"dk05";0,1;5;23,6969352687213
"sp02";"dk05";0,1;5;20,930750685415
"sp15";"dk05";0,1;5;20,4712921745124
"sp24";"dk05";0,1;5;20,1741682729664
"sp25";"dk05";0,1;5;18,8686535020077
"sp28";"dk05";0,1;5;18,2107363714614
"sp01";"dk05";0,1;5;17,2624923466685
"sp04";"dk05";0,1;5;15,646634666064
"sp07";"dk05";0,1;5;15,2949181392087
"sp16";"dk05";0,1;5;13,027842612517
"sp19";"dk05";0,1;5;12,8281058975355
"sp05";"dk05";0,1;5;9,27446053321374
"sp13";"dk05";0,1;5;7,32473430181754
"sp21";"dk05";0,1;5;4,36892312951386
"sp08";"dk05";0,1;5;4,17580932378769
"sp14";"dk05";0,1;5;3,80048043435676
"sp18";"dk05";0,1;5;3,54127868078649
"sp22";"dk05";0,1;5;2,93970146592794
"sp29";"dk05";0,1;5;2,7415678370744
"sp10";"dk05";0,1;5;2,28276650886983
"sp23";"dk05";0,1;5;2,25614148192108
"sp06";"dk05";0,1;5;1,59337534569204
"sp17";"dk05";0,1;5;1,56197278294712
"sp30";"dk05";0,1;5;1,49450763594359
"sp03";"dk05";0,1;5;0,543101448565722
"sp11";"dk05";0,1;5;0,299955997226903
"sp07";"dk05";0,1;6;48,162071292562
"sp10";"dk05";0,1;6;25,6645519087527
"sp05";"dk05";0,1;6;18,8412847361507
"sp20";"dk05";0,1;6;14,7002370153451
"sp21";"dk05";0,1;6;14,3048108733239
"sp27";"dk05";0,1;6;14,2720767530115
"sp09";"dk05";0,1;6;11,6758058742912
"sp16";"dk05";0,1;6;10,721403536898
"sp18";"dk05";0,1;6;10,1217301558228
"sp23";"dk05";0,1;6;8,07431925977481
"sp25";"dk05";0,1;6;7,43362348004277
"sp29";"dk05";0,1;6;7,25941260115791
"sp01";"dk05";0,1;6;6,74810218624771
"sp15";"dk05";0,1;6;5,23006297647953
"sp17";"dk05";0,1;6;4,62158862035722
"sp26";"dk05";0,1;6;4,42475173156708
"sp30";"dk05";0,1;6;3,97854655049741
"sp02";"dk05";0,1;6;3,85847319376434
"sp04";"dk05";0,1;6;3,74839737545699
"sp12";"dk05";0,1;6;3,10693209525198
"sp14";"dk05";0,1;6;2,96884561423212
"sp06";"dk05";0,1;6;2,22854926250875
"sp08";"dk05";0,1;6;1,69381511863321
"sp13";"dk05";0,1;6;1,52081438340247
"sp22";"dk05";0,1;6;1,45986412186176
"sp24";"dk05";0,1;6;0,896663148887455
"sp19";"dk05";0,1;6;0,593993347138166
"sp03";"dk05";0,1;6;0,568572864867747
"sp11";"dk05";0,1;6;0,554385143850067
"sp28";"dk05";0,1;6;0,0110337331712353
"sp03";"dk05";0,1;7;51,3471870281198
"sp25";"dk05";0,1;7;29,914032633525
"sp20";"dk05";0,1;7;19,6628694041612
"sp21";"dk05";0,1;7;16,21748059904
"sp07";"dk05";0,1;7;11,1419148698115
"sp08";"dk05";0,1;7;9,18278050130708
"sp18";"dk05";0,1;7;8,49070736104647
"sp19";"dk05";0,1;7;8,44149914949298
"sp30";"dk05";0,1;7;8,43959254170668
"sp01";"dk05";0,1;7;8,20152688438567
"sp09";"dk05";0,1;7;6,28485166002065
"sp10";"dk05";0,1;7;5,92861692421138
"sp14";"dk05";0,1;7;5,46135438081494
"sp24";"dk05";0,1;7;4,93362315464765
"sp06";"dk05";0,1;7;3,91628570448323
"sp26";"dk05";0,1;7;3,63864405207188
"sp04";"dk05";0,1;7;3,36600474547595
"sp05";"dk05";0,1;7;2,51757248304784
"sp11";"dk05";0,1;7;2,49904379248619
"sp13";"dk05";0,1;7;2,49814242132374
"sp27";"dk05";0,1;7;2,41737329401076
"sp12";"dk05";0,1;7;2,1718473546207
"sp15";"dk05";0,1;7;2,13669881224632
"sp17";"dk05";0,1;7;1,76343732979149
"sp22";"dk05";0,1;7;1,68622151948512
"sp29";"dk05";0,1;7;0,954817058518529
"sp16";"dk05";0,1;7;0,925754063159724
"sp02";"dk05";0,1;7;0,810900079017827
"sp28";"dk05";0,1;7;0,356182570279115
"sp23";"dk05";0,1;7;0,145367137156427
"sp18";"dk05";0,1;8;35,9482111723376
"sp04";"dk05";0,1;8;29,5936544967775
"sp03";"dk05";0,1;8;29,1534334404354
"sp17";"dk05";0,1;8;23,3321282441232
"sp28";"dk05";0,1;8;23,0845493996952
"sp08";"dk05";0,1;8;21,3279994005773
"sp23";"dk05";0,1;8;20,0566393314841
"sp24";"dk05";0,1;8;19,2303832984509
"sp30";"dk05";0,1;8;17,6548474273624
"sp01";"dk05";0,1;8;15,7797207773074
"sp11";"dk05";0,1;8;13,4048496182532
"sp13";"dk05";0,1;8;11,00948699708
"sp16";"dk05";0,1;8;9,91508068474841
"sp02";"dk05";0,1;8;9,66466464060259
"sp06";"dk05";0,1;8;8,10865764464152
"sp10";"dk05";0,1;8;7,81932608182442
"sp27";"dk05";0,1;8;7,07804956431401
"sp05";"dk05";0,1;8;6,82080070488155
"sp09";"dk05";0,1;8;5,69778685458004
"sp12";"dk05";0,1;8;4,5744651928544
"sp07";"dk05";0,1;8;4,23234434332699
"sp20";"dk05";0,1;8;3,05454606655985
"sp22";"dk05";0,1;8;2,75434495856903
"sp25";"dk05";0,1;8;2,57731335237622
"sp29";"dk05";0,1;8;2,33605790417641
"sp14";"dk05";0,1;8;2,2708699503142
"sp15";"dk05";0,1;8;1,24970831540972
"sp19";"dk05";0,1;8;0,883337883278728
"sp21";"dk05";0,1;8;0,830532903783023
"sp26";"dk05";0,1;8;0,0208437070250511
"sp08";"dk05";0,1;9;27,9658967239742
"sp01";"dk05";0,1;9;21,0901065716956
"sp26";"dk05";0,1;9;19,0211533659829
"sp17";"dk05";0,1;9;17,7516111377091
"sp23";"dk05";0,1;9;16,956955497284
"sp09";"dk05";0,1;9;13,9092858979746
"sp16";"dk05";0,1;9;13,5430715508283
"sp21";"dk05";0,1;9;13,2574140369417
"sp04";"dk05";0,1;9;11,6381394597155
"sp06";"dk05";0,1;9;10,8196308583829
"sp11";"dk05";0,1;9;9,87795194268119
"sp14";"dk05";0,1;9;9,86351065265754
"sp03";"dk05";0,1;9;9,80695089033682
"sp13";"dk05";0,1;9;9,72305928314936
"sp15";"dk05";0,1;9;8,3207266471756
"sp18";"dk05";0,1;9;7,20164899672282
"sp20";"dk05";0,1;9;5,9060050919652
"sp27";"dk05";0,1;9;5,50448033027351
"sp12";"dk05";0,1;9;4,65279983822256
"sp30";"dk05";0,1;9;4,58007157372293
"sp28";"dk05";0,1;9;4,47657214011997
"sp05";"dk05";0,1;9;4,34152136091143
"sp07";"dk05";0,1;9;4,17411680333316
"sp10";"dk05";0,1;9;3,7818386638537
"sp19";"dk05";0,1;9;2,97342754843497
"sp22";"dk05";0,1;9;2,89966265670955
"sp24";"dk05";0,1;9;2,32650462072343
"sp29";"dk05";0,1;9;1,48535681888461
"sp02";"dk05";0,1;9;1,44879401661456
"sp25";"dk05";0,1;9;0,729929436649593
"sp20";"dk05";0,1;10;29,7738081200008
"sp01";"dk05";0,1;10;26,5915204013202
"sp07";"dk05";0,1;10;20,1208799137714
"sp08";"dk05";0,1;10;19,5133604100885
"sp18";"dk05";0,1;10;19,1459965138676
"sp06";"dk05";0,1;10;18,3656519084218
"sp11";"dk05";0,1;10;18,1830789512935
"sp16";"dk05";0,1;10;14,6240687591498
"sp28";"dk05";0,1;10;13,9848435489876
"sp02";"dk05";0,1;10;13,9732707643023
"sp12";"dk05";0,1;10;13,6202515471251
"sp14";"dk05";0,1;10;13,5362928729029
"sp17";"dk05";0,1;10;13,3067513718725
"sp19";"dk05";0,1;10;13,1093898597629
"sp25";"dk05";0,1;10;11,6467564115358
"sp09";"dk05";0,1;10;11,3329012967171
"sp15";"dk05";0,1;10;10,1184246778013
"sp04";"dk05";0,1;10;8,2489421680094
"sp10";"dk05";0,1;10;7,90131742414079
"sp21";"dk05";0,1;10;7,05341392154706
"sp22";"dk05";0,1;10;6,99214017545727
"sp23";"dk05";0,1;10;3,80753078032285
"sp26";"dk05";0,1;10;3,42348759392887
"sp05";"dk05";0,1;10;3,29851224087179
"sp03";"dk05";0,1;10;2,78299774043262
"sp27";"dk05";0,1;10;2,40924725335717
"sp13";"dk05";0,1;10;2,33501045236628
"sp24";"dk05";0,1;10;1,98413049802184
"sp29";"dk05";0,1;10;1,87840932048857
"sp30";"dk05";0,1;10;1,1643417365849
